,uniqueId_nounit,id,firstdate,time,groupRef_influx,equipRef_fix,equipRef_influx,navName_influx,siteRef,typeRef,unit_sspark,unit_influx,kind
1007,Pharmacy CRAH System CRAH-7 Pharmacy Hydronic Systems CRAH7_STATUS_MV Pharmacy CRAH7_STATUS_MV,@p:ubcv:r:236c8fec-b1822b8e Pharmacy CRAH System CRAH-7 CRAH7_STATUS_MV,2019-02-04,2019-02-04 22:39:31,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-7,CRAH System CRAH-7,CRAH7_STATUS_MV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH7_STATUS_MV,,_,Str
1008,Pharmacy LEF-1 EF-1C Pharmacy Air Systems EF1_F3_ISOD_ES Pharmacy EF1_F3_ISOD_ES,@p:ubcv:r:236c8a6c-58dde2a9 Pharmacy LEF-1 EF-1C EF1_F3_ISOD_ES,2020-01-08,2020-01-08 19:54:38,Pharmacy Air Systems,Pharmacy LEF-1 EF-1C,LEF-1 EF-1C,EF1_F3_ISOD_ES,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF1_F3_ISOD_ES,,°C,Bool
1009,Pharmacy AHU-18 Pharmacy Air Systems AHU18_SMOKE_MODE Pharmacy AHU18_SMOKE_MODE,@p:ubcv:r:236c8a6b-123aa0f8 Pharmacy AHU-18 AHU18_SMOKE_MODE,2019-06-13,2019-06-13 05:09:53,Pharmacy Air Systems,Pharmacy AHU-18,AHU-18,AHU18_SMOKE_MODE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU18_SMOKE_MODE,,omit,Bool
1010,Pharmacy Rm B411 EAV-BS007 Pharmacy Floor 0 Alarm Pharmacy BS007_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a41-ba770f86 Pharmacy Rm B411 EAV-BS007 BS007_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:24:46,Pharmacy Floor 0,Pharmacy Rm B411 EAV-BS007,Rm B411 EAV-BS007,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS007_SUP_FLOW_AL_BV,,_,Bool
1011,Pharmacy Rm B405 EAV-BS011 Pharmacy Floor 0 Alarm Pharmacy BS011_SUP_FLOW_AL_BV,@p:ubcv:r:236c8a40-5d395a3c Pharmacy Rm B405 EAV-BS011 BS011_SUP_FLOW_AL_BV,2019-09-20,2019-09-20 07:34:46,Pharmacy Floor 0,Pharmacy Rm B405 EAV-BS011,Rm B405 EAV-BS011,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS011_SUP_FLOW_AL_BV,,_,Bool
1012,Pharmacy Windows Pharmacy Floor 5 L5_SE_OPW_CLOSE Pharmacy L5_SE_OPW_CLOSE,@p:ubcv:r:2391c9c7-c6822f37 Pharmacy Windows L5_SE_OPW_CLOSE,2020-01-06,2020-01-06 00:06:14,Pharmacy Floor 5,Pharmacy Windows,Windows,L5_SE_OPW_CLOSE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L5_SE_OPW_CLOSE,,omit,Bool
1013,Pharmacy Rm 6316 FC-603 Pharmacy Floor 6 Discharge Fan Run Cmd Pharmacy FCU_603_C,@p:ubcv:r:2391ca54-d2402648 Pharmacy Rm 6316 FC-603 FCU_603_C,2020-01-07,2020-01-07 21:52:21,Pharmacy Floor 6,Pharmacy Rm 6316 FC-603,Rm 6316 FC-603,Discharge Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_603_C,,omit,Bool
1014,Pharmacy Cooling Plant Pharmacy Hydronic Systems CT_LAG2_FAN_FAIL Pharmacy CT_LAG2_FAN_FAIL,@p:ubcv:r:236c8acc-264c9da8 Pharmacy Cooling Plant CT_LAG2_FAN_FAIL,2019-09-16,2019-09-16 21:04:52,Pharmacy Hydronic Systems,Pharmacy Cooling Plant,Cooling Plant,CT_LAG2_FAN_FAIL,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CT_LAG2_FAN_FAIL,,omit,Bool
1015,Pharmacy Heating Plant HX-3 Pharmacy Hydronic Systems Alarm Pharmacy HX3_P3A_FAIL_AL_BV,@p:ubcv:r:236c8feb-42928e48 Pharmacy Heating Plant HX-3 HX3_P3A_FAIL_AL_BV,2018-12-20,2018-12-20 20:32:53,Pharmacy Hydronic Systems,Pharmacy Heating Plant HX-3,Heating Plant HX-3,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HX3_P3A_FAIL_AL_BV,,_,Bool
1016,Pharmacy Windows Pharmacy Floor 6 L6_W_OPW_CLOSE Pharmacy L6_W_OPW_CLOSE,@p:ubcv:r:236c8c3f-afed610a Pharmacy Windows L6_W_OPW_CLOSE,2020-01-07,2020-01-07 04:48:53,Pharmacy Floor 6,Pharmacy Windows,Windows,L6_W_OPW_CLOSE,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L6_W_OPW_CLOSE,,_,Bool
1017,Pharmacy Rm 4210 VAV-4S006 Pharmacy Floor 4 Discharge Air Flow Alarm Pharmacy 4S006_4E010_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-a0262eed Pharmacy Rm 4210 VAV-4S006 4S006_4E010_SUP_FLOW_ALARM_BV,2019-11-21,2019-11-21 22:51:26,Pharmacy Floor 4,Pharmacy Rm 4210 VAV-4S006,Rm 4210 VAV-4S006,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S006_4E010_SUP_FLOW_ALARM_BV,,_,Bool
1018,Pharmacy Rm 5302b VAV-5S053 Pharmacy Floor 5 Discharge Air Flow Alarm Pharmacy 5S053_5E023_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-c0418eb7 Pharmacy Rm 5302b VAV-5S053 5S053_5E023_SUP_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:14:23,Pharmacy Floor 5,Pharmacy Rm 5302b VAV-5S053,Rm 5302b VAV-5S053,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S053_5E023_SUP_FLOW_ALARM_BV,,_,Bool
1019,Pharmacy Windows Pharmacy Floor 5 L5_W_OPW_STATUS Pharmacy L5_W_OPW_STATUS,@p:ubcv:r:236c8c5b-f4781e7f Pharmacy Windows L5_W_OPW_STATUS,2019-11-06,2019-11-06 15:44:45,Pharmacy Floor 5,Pharmacy Windows,Windows,L5_W_OPW_STATUS,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L5_W_OPW_STATUS,,_,Bool
1020,Pharmacy CRAH System CRAH-3 Pharmacy Hydronic Systems CRAH3_STATUS_MV Pharmacy CRAH3_STATUS_MV,@p:ubcv:r:236c8fec-20754801 Pharmacy CRAH System CRAH-3 CRAH3_STATUS_MV,2019-08-02,2019-08-02 19:29:53,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-3,CRAH System CRAH-3,CRAH3_STATUS_MV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH3_STATUS_MV,,_,Str
1021,Pharmacy Cooling Plant Chiller System Pharmacy Hydronic Systems Pump Run Status Pharmacy CHLR_PCH3A_STATUS,@p:ubcv:r:226cf1e9-dc3dea4f Pharmacy Cooling Plant Chiller System CHLR_PCH3A_STATUS,2020-01-01,2020-01-01 18:30:00,Pharmacy Hydronic Systems,Pharmacy Cooling Plant Chiller System,Cooling Plant Chiller System,Pump Run Status,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CHLR_PCH3A_STATUS,,_,Bool
1022,Pharmacy Rm 4312b VAV-4S034 Pharmacy Floor 4 Flow Alarm Pharmacy 4S034_FLOW_ALARM_BV,@p:ubcv:r:236c8a03-714035eb Pharmacy Rm 4312b VAV-4S034 4S034_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:24:56,Pharmacy Floor 4,Pharmacy Rm 4312b VAV-4S034,Rm 4312b VAV-4S034,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S034_FLOW_ALARM_BV,,_,Bool
1023,Pharmacy LEF-4 EF-4B Pharmacy Air Systems Exhaust Fan Run  Pharmacy EF4_F2_STATUS,@p:ubcv:r:236c8ae6-316effa3 Pharmacy LEF-4 EF-4B EF4_F2_STATUS,2020-01-17,2020-01-17 23:30:00,Pharmacy Air Systems,Pharmacy LEF-4 EF-4B,LEF-4 EF-4B,Exhaust Fan Run ,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF4_F2_STATUS,,_,Bool
1024,Pharmacy Rm Corr FC-406 Pharmacy Floor 4 FCU_406_NSB_HTG_BV Pharmacy FCU_406_NSB_HTG_BV,@p:ubcv:r:2391c7cc-49133bf8 Pharmacy Rm Corr FC-406 FCU_406_NSB_HTG_BV,2019-02-04,2019-02-04 13:25:04,Pharmacy Floor 4,Pharmacy Rm Corr FC-406,Rm Corr FC-406,FCU_406_NSB_HTG_BV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,FCU_406_NSB_HTG_BV,,omit,Bool
1025,Pharmacy Rm 3334 VAV-3S050 Pharmacy Floor 3 Discharge Air Damper Open Cmd Pharmacy VAV_3S050_Dmp_Open,@p:ubcv:r:2391c56e-a751afc4 Pharmacy Rm 3334 VAV-3S050 VAV_3S050_Dmp_Open,2020-01-07,2020-01-07 21:54:42,Pharmacy Floor 3,Pharmacy Rm 3334 VAV-3S050,Rm 3334 VAV-3S050,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S050_Dmp_Open,,omit,Bool
1026,Pharmacy AHU-18 RF Pharmacy Air Systems Alarm Pharmacy AHU18_RF_FAIL_AL_BV,@p:ubcv:r:236c8a6b-268f6100 Pharmacy AHU-18 RF AHU18_RF_FAIL_AL_BV,2019-11-14,2019-11-14 21:04:03,Pharmacy Air Systems,Pharmacy AHU-18 RF,AHU-18 RF,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU18_RF_FAIL_AL_BV,,_,Bool
1027,Pharmacy Rm 5105c VAV-5S006 Pharmacy Floor 5 Discharge Air Flow Alarm Pharmacy 5S006_5E002_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-c2c5f01c Pharmacy Rm 5105c VAV-5S006 5S006_5E002_SUP_FLOW_ALARM_BV,2019-10-23,2019-10-23 20:03:25,Pharmacy Floor 5,Pharmacy Rm 5105c VAV-5S006,Rm 5105c VAV-5S006,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S006_5E002_SUP_FLOW_ALARM_BV,,_,Bool
1028,Pharmacy Rm 2340 VAV-2S008 Pharmacy Floor 2 Discharge Air Damper Open Cmd Pharmacy VAV_2S008_Dmp_Open,@p:ubcv:r:2391c253-a9db5a36 Pharmacy Rm 2340 VAV-2S008 VAV_2S008_Dmp_Open,2020-01-07,2020-01-07 19:12:44,Pharmacy Floor 2,Pharmacy Rm 2340 VAV-2S008,Rm 2340 VAV-2S008,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S008_Dmp_Open,,omit,Bool
1029,Pharmacy AHU-06 Pharmacy Air Systems Ahu Mode Pharmacy AHU6_MODE,@p:ubcv:r:209d34cf-f118a190 Pharmacy AHU-06 AHU6_MODE,2020-01-07,2020-01-07 15:40:58,Pharmacy Air Systems,Pharmacy AHU-06,AHU-06,Ahu Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU6_MODE,,_,Str
1030,Pharmacy LEF-4 EF-4B Pharmacy Air Systems EF4_F2_ISOD_ES Pharmacy EF4_F2_ISOD_ES,@p:ubcv:r:236c8ae7-18d0e6ff Pharmacy LEF-4 EF-4B EF4_F2_ISOD_ES,2020-01-08,2020-01-08 16:04:33,Pharmacy Air Systems,Pharmacy LEF-4 EF-4B,LEF-4 EF-4B,EF4_F2_ISOD_ES,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF4_F2_ISOD_ES,,_,Bool
1031,Pharmacy Rm 3102 VAV-3S031 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S031_Dmp_Close,@p:ubcv:r:236c8e81-0a77c8ec Pharmacy Rm 3102 VAV-3S031 VAV_3S031_Dmp_Close,2020-01-07,2020-01-07 16:49:50,Pharmacy Floor 3,Pharmacy Rm 3102 VAV-3S031,Rm 3102 VAV-3S031,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S031_Dmp_Close,,_,Bool
1032,Pharmacy EF-105 Pharmacy Air Systems Exhaust Fan Run Cmd Pharmacy EF_105_C,@p:ubcv:r:2391b78c-364d792a Pharmacy EF-105 EF_105_C,2020-01-07,2020-01-07 14:00:01,Pharmacy Air Systems,Pharmacy EF-105,EF-105,Exhaust Fan Run Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_105_C,,omit,Bool
1033,Pharmacy Rm 4103 VAV-4S057 Pharmacy Floor 4 Discharge Air Flow Alarm Pharmacy 4S057_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-ed44ec62 Pharmacy Rm 4103 VAV-4S057 4S057_SUP_FLOW_ALARM_BV,2019-10-23,2019-10-23 20:03:25,Pharmacy Floor 4,Pharmacy Rm 4103 VAV-4S057,Rm 4103 VAV-4S057,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,4S057_SUP_FLOW_ALARM_BV,,_,Bool
1034,Pharmacy Rm 6312a VAV-6S061 Pharmacy Floor 6 Discharge Air Flow Alarm Pharmacy 6S061_6E075_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-917a7881 Pharmacy Rm 6312a VAV-6S061 6S061_6E075_SUP_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:14:23,Pharmacy Floor 6,Pharmacy Rm 6312a VAV-6S061,Pharmacy Rm 6312a VAV-6S061,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S061_6E075_SUP_FLOW_ALARM_BV,,_,Bool
1035,Pharmacy Rm 4122 VAV-4S020 Pharmacy Floor 4 Discharge Air Damper Open Cmd Pharmacy VAV_4S020_Dmp_Open,@p:ubcv:r:236c8dc8-0aa595c4 Pharmacy Rm 4122 VAV-4S020 VAV_4S020_Dmp_Open,2020-01-07,2020-01-07 18:45:59,Pharmacy Floor 4,Pharmacy Rm 4122 VAV-4S020,Rm 4122 VAV-4S020,Discharge Air Damper Open Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_4S020_Dmp_Open,,_,Bool
1036,Pharmacy Rm B501a EAV-BS051 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS051_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a4d-a7f14a23 Pharmacy Rm B501a EAV-BS051 BS051_EXH_FLOW_AL_BV,2018-12-20,2018-12-20 22:30:12,Pharmacy Floor 0,Pharmacy Rm B501a EAV-BS051,Rm B501a EAV-BS051,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS051_EXH_FLOW_AL_BV,,omit,Bool
1037,Pharmacy AHU-01 SF Pharmacy Air Systems Alarm Pharmacy AHU1_SF_FAIL_AL_BV,@p:ubcv:r:236c8a99-5d0735e3 Pharmacy AHU-01 SF AHU1_SF_FAIL_AL_BV,2019-09-20,2019-09-20 07:20:18,Pharmacy Air Systems,Pharmacy AHU-01 SF,AHU-01 SF,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU1_SF_FAIL_AL_BV,,_,Bool
1038,Pharmacy AHU-09 RF Pharmacy Air Systems Return Fan Enable Cmd Pharmacy AHU9_RF_ENAB,@p:ubcv:r:236c8a99-c58f7eee Pharmacy AHU-09 RF AHU9_RF_ENAB,2020-01-07,2020-01-07 15:16:00,Pharmacy Air Systems,Pharmacy AHU-09 RF,AHU-09 RF,Return Fan Enable Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU9_RF_ENAB,,_,Bool
1039,Pharmacy Rm 6302a VAV-6S056 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S056_6E069_EXH_JAM_ALARM_BV,@p:ubcv:r:236c89f8-a3d082bc Pharmacy Rm 6302a VAV-6S056 6S056_6E069_EXH_JAM_ALARM_BV,2019-11-21,2019-11-21 04:28:05,Pharmacy Floor 6,Pharmacy Rm 6302a VAV-6S056,Rm 6302a VAV-6S056,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S056_6E069_EXH_JAM_ALARM_BV,,_,Bool
1040,Pharmacy Rm 1410 VAV-1S012 Pharmacy Floor 1 Operation Mode Pharmacy VAV_1S012_OperationMode,@p:ubcv:r:2391c00b-287bea1e Pharmacy Rm 1410 VAV-1S012 VAV_1S012_OperationMode,2019-11-19,2019-11-19 14:00:03,Pharmacy Floor 1,Pharmacy Rm 1410 VAV-1S012,Pharmacy Rm 1410 VAV-1S012,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_1S012_OperationMode,,omit,Str
1041,Pharmacy Rm 3114 VAV-3S022 Pharmacy Floor 3 Operation Mode Pharmacy VAV_3S022_OperationMode,@p:ubcv:r:236c8f30-ecf342df Pharmacy Rm 3114 VAV-3S022 VAV_3S022_OperationMode,2020-01-07,2020-01-07 15:16:17,Pharmacy Floor 3,Pharmacy Rm 3114 VAV-3S022,Rm 3114 VAV-3S022,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S022_OperationMode,,_,Str
1042,Pharmacy B401c EAV-BE089 Pharmacy Floor 0 Alarm Pharmacy BS005_CAGE_EXH_AFLW_AL_BV,@p:ubcv:r:236c8a41-94d3be10 Pharmacy B401c EAV-BE089 BS005_CAGE_EXH_AFLW_AL_BV,2019-03-19,2019-03-19 15:42:13,Pharmacy Floor 0,Pharmacy B401c EAV-BE089,Pharmacy B401c EAV-BE089,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS005_CAGE_EXH_AFLW_AL_BV,,%RH,Bool
1043,Pharmacy LEF-1 EF-1C Pharmacy Air Systems EF1_F3_AL Pharmacy EF1_F3_AL,@p:ubcv:r:236c8a6c-22c2bf93 Pharmacy LEF-1 EF-1C EF1_F3_AL,2020-01-08,2020-01-08 19:54:11,Pharmacy Air Systems,Pharmacy LEF-1 EF-1C,LEF-1 EF-1C,EF1_F3_AL,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF1_F3_AL,,_,Bool
1044,Pharmacy Rm 5301 VAV-5S055 Pharmacy Floor 5 Exhaust Air Flow Alarm Pharmacy 5S055_5E021_EXH_JAM_ALARM_BV,@p:ubcv:r:236c89f7-99e1e1a7 Pharmacy Rm 5301 VAV-5S055 5S055_5E021_EXH_JAM_ALARM_BV,2018-11-08,2018-11-08 22:58:49,Pharmacy Floor 5,Pharmacy Rm 5301 VAV-5S055,Pharmacy Rm 5301 VAV-5S055,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S055_5E021_EXH_JAM_ALARM_BV,,_,Bool
1045,Pharmacy Rm 6206 VAV-6S017 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S017_6E019_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-9d8dc004 Pharmacy Rm 6206 VAV-6S017 6S017_6E019_EXH_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:25:09,Pharmacy Floor 6,Pharmacy Rm 6206 VAV-6S017,Rm 6206 VAV-6S017,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S017_6E019_EXH_FLOW_ALARM_BV,,_,Bool
1046,Pharmacy Rm 6312b VAV-6S062 Pharmacy Floor 6 Discharge Air Flow Alarm Pharmacy 6S062_6E076_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-4ace93d9 Pharmacy Rm 6312b VAV-6S062 6S062_6E076_SUP_FLOW_ALARM_BV,2019-09-20,2019-09-20 07:28:29,Pharmacy Floor 6,Pharmacy Rm 6312b VAV-6S062,Pharmacy Rm 6312b VAV-6S062,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S062_6E076_SUP_FLOW_ALARM_BV,,_,Bool
1047,Pharmacy Rm 6310b VAV-6S059 Pharmacy Floor 6 Discharge Air Flow Alarm Pharmacy 6S059_6E072_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-64d8c3b7 Pharmacy Rm 6310b VAV-6S059 6S059_6E072_SUP_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:14:23,Pharmacy Floor 6,Pharmacy Rm 6310b VAV-6S059,Pharmacy Rm 6310b VAV-6S059,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S059_6E072_SUP_FLOW_ALARM_BV,,_,Bool
1048,Pharmacy AHU-13 Pharmacy Air Systems Alarm Pharmacy AHU13_SF_FAIL_AL_BV,@p:ubcv:r:236c8ae6-24b9a902 Pharmacy AHU-13 AHU13_SF_FAIL_AL_BV,2019-09-20,2019-09-20 07:24:31,Pharmacy Air Systems,Pharmacy AHU-13,AHU-13,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU13_SF_FAIL_AL_BV,,_,Bool
1049,Pharmacy Rm B406b EAV-BS074 Pharmacy Floor 0 Exhaust Air Flow Alarm Pharmacy BS074_EXH_FLOW_AL_BV,@p:ubcv:r:236c8a40-23b724f4 Pharmacy Rm B406b EAV-BS074 BS074_EXH_FLOW_AL_BV,2019-03-19,2019-03-19 15:55:54,Pharmacy Floor 0,Pharmacy Rm B406b EAV-BS074,Rm B406b EAV-BS074,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS074_EXH_FLOW_AL_BV,,omit,Bool
1050,Pharmacy AHU-09 RF Pharmacy Air Systems AHU9_RF_VFD_COMM_ALRM_GV Pharmacy AHU9_RF_VFD_COMM_ALRM_GV,@p:ubcv:r:236c8a99-8b647be2 Pharmacy AHU-09 RF AHU9_RF_VFD_COMM_ALRM_GV,2018-12-21,2018-12-21 05:52:58,Pharmacy Air Systems,Pharmacy AHU-09 RF,AHU-09 RF,AHU9_RF_VFD_COMM_ALRM_GV,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU9_RF_VFD_COMM_ALRM_GV,,°C,Bool
1051,Pharmacy Rm 3323 VAV-3S047 Pharmacy Floor 3 Operation Mode Pharmacy VAV_3S047_OperationMode,@p:ubcv:r:2391c5f8-f1ee8db6 Pharmacy Rm 3323 VAV-3S047 VAV_3S047_OperationMode,2019-11-19,2019-11-19 14:00:02,Pharmacy Floor 3,Pharmacy Rm 3323 VAV-3S047,Pharmacy Rm 3323 VAV-3S047,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S047_OperationMode,,omit,Str
1052,Pharmacy AHU-06 SF Pharmacy Air Systems Alarm Pharmacy AHU6_SF_FAIL_AL_BV,@p:ubcv:r:236c8fd4-88746d4a Pharmacy AHU-06 SF AHU6_SF_FAIL_AL_BV,2019-06-13,2019-06-13 00:30:00,Pharmacy Air Systems,Pharmacy AHU-06 SF,AHU-06 SF,Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU6_SF_FAIL_AL_BV,,_,Bool
1053,Pharmacy Rm 6303b VAV-6S035 Pharmacy Floor 6 Exhaust Air Flow Alarm Pharmacy 6S035_6E043_EXH_FLOW_ALARM_BV,@p:ubcv:r:236c89f9-9e95e474 Pharmacy Rm 6303b VAV-6S035 6S035_6E043_EXH_FLOW_ALARM_BV,2019-06-11,2019-06-11 19:43:45,Pharmacy Floor 6,Pharmacy Rm 6303b VAV-6S035,Rm 6303b VAV-6S035,Exhaust Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S035_6E043_EXH_FLOW_ALARM_BV,,_,Bool
1054,Pharmacy Rm 3202 VAV-3S014 Pharmacy Floor 3 Discharge Air Damper Close Cmd Pharmacy VAV_3S014_Dmp_Close,@p:ubcv:r:2391bd3c-7161e85c Pharmacy Rm 3202 VAV-3S014 VAV_3S014_Dmp_Close,2020-01-07,2020-01-07 21:52:37,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S014,Rm 3202 VAV-3S014,Discharge Air Damper Close Cmd,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_3S014_Dmp_Close,,omit,Bool
1055,Pharmacy Rm 6311a VAV-6S043 Pharmacy Floor 6 Discharge Air Flow Alarm Pharmacy 6S043_6E053_SUP_FLOW_ALARM_BV,@p:ubcv:r:236c89f8-f6449956 Pharmacy Rm 6311a VAV-6S043 6S043_6E053_SUP_FLOW_ALARM_BV,2019-09-03,2019-09-03 20:14:23,Pharmacy Floor 6,Pharmacy Rm 6311a VAV-6S043,Pharmacy Rm 6311a VAV-6S043,Discharge Air Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S043_6E053_SUP_FLOW_ALARM_BV,,_,Bool
1056,Pharmacy Rm 6203 VAV-6S029 Pharmacy Floor 6 Flow Alarm Pharmacy 6S029_FLOW_ALARM_BV,@p:ubcv:r:236c8a04-66dcf615 Pharmacy Rm 6203 VAV-6S029 6S029_FLOW_ALARM_BV,2019-11-21,2019-11-21 23:03:59,Pharmacy Floor 6,Pharmacy Rm 6203 VAV-6S029,Rm 6203 VAV-6S029,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,6S029_FLOW_ALARM_BV,,_,Bool
1057,Pharmacy Rm 5202 VAV-5S033 Pharmacy Floor 5 Flow Alarm Pharmacy 5S033_FLOW_ALARM_BV,@p:ubcv:r:236c8a04-72bec19a Pharmacy Rm 5202 VAV-5S033 5S033_FLOW_ALARM_BV,2020-01-06,2020-01-06 21:30:45,Pharmacy Floor 5,Pharmacy Rm 5202 VAV-5S033,Rm 5202 VAV-5S033,Flow Alarm,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S033_FLOW_ALARM_BV,,_,Bool
1058,Pharmacy Heating Plant Pharmacy Hydronic Systems HTREJ_P4_LAG1_PUMP_FAULT Pharmacy HTREJ_P4_LAG1_PUMP_FAULT,@p:ubcv:r:236c8fec-2bd71bed Pharmacy Heating Plant HTREJ_P4_LAG1_PUMP_FAULT,2020-01-08,2020-01-08 16:02:26,Pharmacy Hydronic Systems,Pharmacy Heating Plant,Heating Plant,HTREJ_P4_LAG1_PUMP_FAULT,@p:ubcv:r:20545206-9300bfc5 Pharmacy,HTREJ_P4_LAG1_PUMP_FAULT,,kPa,Bool
1059,Pharmacy Rm 2102 VAV-2S001 Pharmacy Floor 2 Operation Mode Pharmacy VAV_2S001_OperationMode,@p:ubcv:r:2391bbbf-4f077ffc Pharmacy Rm 2102 VAV-2S001 VAV_2S001_OperationMode,2020-01-07,2020-01-07 15:30:36,Pharmacy Floor 2,Pharmacy Rm 2102 VAV-2S001,Rm 2102 VAV-2S001,Operation Mode,@p:ubcv:r:20545206-9300bfc5 Pharmacy,VAV_2S001_OperationMode,,omit,Str
1060,Pharmacy Windows Pharmacy Floor 6 L6_E_OPW_OPEN Pharmacy L6_E_OPW_OPEN,@p:ubcv:r:2391ca72-51fed04d Pharmacy Windows L6_E_OPW_OPEN,2020-01-06,2020-01-06 01:13:12,Pharmacy Floor 6,Pharmacy Windows,Windows,L6_E_OPW_OPEN,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L6_E_OPW_OPEN,,omit,Bool
