,id,ahu,ahuMode,air,alarm,avg,bacnetConnRef,bacnetCur,bacnetHis,bacnetObjectId,bacnetPoint,bmsName,boiler,bridgeName,chilled,chiller,close,cmd,co2,condenser,connRef,cool,cooling,coolingTower,cop,count,covTest,cur,curStatus,curVal,current,damper,delta,demand,differential,disMacro,disabled,discharge,effective,efficiency,elec,elecMeterLoad,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,flow,gas,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lim,lowLim,max,min,mixed,mode,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,open,outside,perimeterHeat,pharmAHU05_AV_Alarm,pharmAHU10_VAV_DMP,pharmAHU13_VAV_DMP,pharmAHU1415_AV_Alarm,pharmAHU1415_VAV_DMP,pharmAHU1617_AV_ALARM,pharmAHU1617_VAV_DMP,pharmAHU9_VAV_DMP,pharmCT,pharmHWblr,pharmHeatRejCV,pharmSTMblr,pharmSteamBoilers,pharm_LEF_AFLW,pharm_LEF_Power,pharm_SAV_Test,point,pointType,power,preFilter,pressure,primarySide,pump,quantityID,reliability,return,roomRef,run,runtime,scheduleOcc,secondarySide,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,sqlSource,static,submeterAdd,tagTableRef,tags,tank,temp,testUnits,tlName,toTag,tz,unit,utilityPoint,valve,vavMode,voltage,volume,water,wifi,wifiId,zone,mod,equipRefclean,groupRefclean,siteRefclean,uniqueId,uniqueId_nounit
6504,@p:ubcv:r:236c8ae6-7ca4a3d8 Pharmacy LEF-4 EF-4B EF4_F2_SPD,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL11,,✓,EF4_F2_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-f4eb515a Pharmacy LEF-4 EF-4B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-04-02T07:07:11-07:00 Los_Angeles,,,,138.0,2018-11-05T21:15:55-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:46:32.005-07:00 Los_Angeles,2018-11-28T16:32:51.516-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,✓,,,,EF4_F2_SPD_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:31.509Z UTC,Pharmacy LEF-4 EF-4B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 EF-4B Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF4_F2_SPD%,Pharmacy LEF-4 EF-4B Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF4_F2_SPD%
6556,@p:ubcv:r:236c8ae7-49b6fd6e Pharmacy LEF-4 EF-4A EF4_F1_SPD_FB,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL51,,✓,EF4_F1_SPD_FB,,,,,,,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,✓,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-4a3432cb Pharmacy LEF-4 EF-4A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-04-02T07:08:03-07:00 Los_Angeles,,,cov,193.0,2018-11-05T21:15:55-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:46:32.03-07:00 Los_Angeles,2018-11-28T16:33:00.612-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed,,AI2402,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:24423d81-5e5a6858 (.+_)?EF\d_F\d_SPD_FB(_TL)?,✓,,,,EF4_F1_SPD_FB_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:31.555Z UTC,Pharmacy LEF-4 EF-4A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF4_F1_SPD_FB%,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Speed Pharmacy EF4_F1_SPD_FB%
6573,@p:ubcv:r:236c8a6b-acdb9b03 Pharmacy LEF-1 EF-1A EF1_F1_SPD,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL13,,✓,EF1_F1_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354340-7bd4827f Pharmacy LEF-1 EF-1A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-01-08T11:55:08-08:00 Los_Angeles,,,,221.0,2018-11-18T22:27:21-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:45:16.661-07:00 Los_Angeles,2018-11-28T16:33:01.514-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,✓,,,,EF1_F1_SPD_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:33.895Z UTC,Pharmacy LEF-1 EF-1A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF1_F1_SPD%,Pharmacy LEF-1 EF-1A Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF1_F1_SPD%
6588,@p:ubcv:r:236c8ae6-c656b1ca Pharmacy LEF-4 EF-4B EF4_F2_ENAB,,,,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL201,,✓,EF4_F2_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,,,@p:ubcv:r:24354342-f4eb515a Pharmacy LEF-4 EF-4B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:38:10-07:00 Los_Angeles,,,,55497.0,2018-10-29T08:13:39-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:46:33.989-07:00 Los_Angeles,2018-11-28T16:32:45.14-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF4_F2_ENAB_POLL_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:27.961Z UTC,Pharmacy LEF-4 EF-4B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 EF-4B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF4_F2_ENAB,Pharmacy LEF-4 EF-4B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF4_F2_ENAB
6746,@p:ubcv:r:236c8ae6-91285e5e Pharmacy LEF-4 EF4_HR_INLET_DMP,,,,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL12,,✓,EF4_HR_INLET_DMP,,,,,,,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-ab496dc1 Pharmacy LEF-4,✓,,,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:38:10-07:00 Los_Angeles,,,,56257.0,2018-10-26T11:13:11-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:46:33.88-07:00 Los_Angeles,2018-11-28T16:32:36.577-08:00 Los_Angeles,,,,,,,,EF4_HR_INLET_DMP,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,EF4_HR_INLET_DMP_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:31.501Z UTC,Pharmacy LEF-4,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 Pharmacy Air Systems EF4_HR_INLET_DMP Pharmacy EF4_HR_INLET_DMP%,Pharmacy LEF-4 Pharmacy Air Systems EF4_HR_INLET_DMP Pharmacy EF4_HR_INLET_DMP%
6808,@p:ubcv:r:236c8ae7-1bdeb11d Pharmacy LEF-4 EF4_EXAIR_PRES,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL58,,✓,EF4_EXAIR_PRES,,,,,,,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-ab496dc1 Pharmacy LEF-4,✓,✓,,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:38:10-07:00 Los_Angeles,,,,56211.0,2018-10-26T11:13:20-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:46:33.94-07:00 Los_Angeles,2018-11-28T16:32:43.856-08:00 Los_Angeles,,,,,,,,Exhaust Air Duct Pressure,,AI2602,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,✓,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:241321ed-2c7fe9f7 .+_EXAIR_PRES(_TL)?,,,,,EF4_EXAIR_PRES_TL,,Los_Angeles,Pa,,,,,,,,,,2020-04-09T19:02:31.558Z UTC,Pharmacy LEF-4,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 Pharmacy Air Systems Exhaust Air Duct Pressure Pharmacy EF4_EXAIR_PRESPa,Pharmacy LEF-4 Pharmacy Air Systems Exhaust Air Duct Pressure Pharmacy EF4_EXAIR_PRESPa
6839,@p:ubcv:r:236c9051-47a3e96e Pharmacy Unsorted Points LAG_1_CHLR,,,,,,"@p:ubcv:r:2114eb19-8b338b8d Pharmacy Chillers, AHU-19,20 (700100)",,TL342,,✓,LAG_1_CHLR,,,,,,,,,"@p:ubcv:r:2114eb19-8b338b8d Pharmacy Chillers, AHU-19,20 (700100)",,,,,,✓,,,,,,,,,$equipRef $bmsName,,,,,,,,,,"CHILLER_2,CHILLER_4",,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,"-1 enumNumberToStr(self, false)",2019-08-01T10:30:14-07:00 Los_Angeles,,,cov,8.0,2019-06-13T10:30:00-07:00 Los_Angeles,ok,,,,Str,2020-06-05T08:46:31.822-07:00 Los_Angeles,2018-11-28T16:32:29.094-08:00 Los_Angeles,,,,,,,,LAG_1_CHLR,✓,MSV7,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LAG_1_CHLR_COV_TL,,Los_Angeles,,,,,,,,,,,2020-04-30T12:06:45.971Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LAG_1_CHLR Pharmacy LAG_1_CHLR,Pharmacy Unsorted Points Pharmacy Unsorted Points LAG_1_CHLR Pharmacy LAG_1_CHLR
6886,@p:ubcv:r:236c89d6-6559818f Pharmacy Rm 5206 EAV-5E070 5E070_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,TL16,,✓,5E070_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f94f-3f6d6762 Pharmacy Rm 5206 EAV-5E070,✓,✓,,,,✓,,@p:ubcv:r:24353a1f-3e4e6d88 Pharmacy Floor 5,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,56118.0,2018-10-29T09:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:55:12.204-07:00 Los_Angeles,2018-11-28T16:32:49.55-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV16,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,5E070_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:36.479Z UTC,Pharmacy Rm 5206 EAV-5E070,Pharmacy Floor 5,Pharmacy,Pharmacy Rm 5206 EAV-5E070 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E070_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 5206 EAV-5E070 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E070_VLV_FLOW_FDBK_AVL/s
6908,@p:ubcv:r:236c8ae6-c07c16a2 Pharmacy LEF-4 EF-4A EF4_F1_SPD,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL10,,✓,EF4_F1_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354342-4a3432cb Pharmacy LEF-4 EF-4A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-04-02T07:07:11-07:00 Los_Angeles,,,,142.0,2018-11-05T21:15:55-08:00 Los_Angeles,ok,,,,Number,2020-06-05T08:46:31.991-07:00 Los_Angeles,2018-11-28T16:32:46.365-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,✓,,,,EF4_F1_SPD_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:31.438Z UTC,Pharmacy LEF-4 EF-4A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF4_F1_SPD%,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF4_F1_SPD%
7022,@p:ubcv:r:236c8a57-730d0c1e Pharmacy LEF-2 EF-2C EF2_F3_SPD,,,✓,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,TL305,,✓,EF2_F3_SPD,,,,,,✓,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:24354341-0e22a213 Pharmacy LEF-2 EF-2C,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:49:19-07:00 Los_Angeles,,,,56145.0,2018-10-29T08:57:37-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:51:54.496-07:00 Los_Angeles,2018-11-28T16:32:50.08-08:00 Los_Angeles,,,,,,,,Exhaust Fan Speed Cmd,,AO2303,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,✓,,,,,,@p:ubcv:r:245ce733-3ddc740a (.+_)?EF\d_F\d_SPD(_CMD)?(_TL)?,,,,,EF2_F3_SPD_CMD_POLL_TL,,Los_Angeles,%,,,,,,,,,,2020-04-09T19:02:34.083Z UTC,Pharmacy LEF-2 EF-2C,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-2 EF-2C Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF2_F3_SPD%,Pharmacy LEF-2 EF-2C Pharmacy Air Systems Exhaust Fan Speed Cmd Pharmacy EF2_F3_SPD%
7080,@p:ubcv:r:24ed9fe8-19306036 Pharmacy Unsorted Points AHU6_SCH(SPEC ON),,,,,,"@p:ubcv:r:209d3409-5943c5d2 Pharmacy AHU-3~6,8 (700300)",SCH4,,,✓,AHU6_SCH(SPEC ON),,,,,,,,,"@p:ubcv:r:209d3409-5943c5d2 Pharmacy AHU-3~6,8 (700300)",,,,,,,,unknown,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,2019-08-21T08:45:00-07:00 Los_Angeles,,,,247.0,2019-08-19T11:21:00-07:00 Los_Angeles,,,,,Number,,,,,,,,,,Scheduled Occupancy,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,✓,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,,,Los_Angeles,,,,,,,,,,,2020-03-07T13:04:59.037Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points Scheduled Occupancy Pharmacy AHU6_SCH(SPEC ON),Pharmacy Unsorted Points Pharmacy Unsorted Points Scheduled Occupancy Pharmacy AHU6_SCH(SPEC ON)
7132,@p:ubcv:r:236c8a57-f9bdd41e Pharmacy LEF-2 EF-2B EF2_F2_ENAB,,,,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,TL301,,✓,EF2_F2_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-54317492 PHARMA PHARM_SB3~6,EF2,SMOKE_EF14~16 (701600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,"Off,On",,@p:ubcv:r:24354341-5f3c1eb8 Pharmacy LEF-2 EF-2B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:49:19-07:00 Los_Angeles,,,,55666.0,2018-10-29T08:12:37-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:51:54.457-07:00 Los_Angeles,2018-11-28T16:32:44.497-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,BO1302,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF2_F2_ENAB_POLL_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:28.173Z UTC,Pharmacy LEF-2 EF-2B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-2 EF-2B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF2_F2_ENAB,Pharmacy LEF-2 EF-2B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF2_F2_ENAB
7144,@p:ubcv:r:236c8a6c-d48e6f4b Pharmacy LEF-1 EF-1B EF1_F2_ENAB,,,,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,TL25,,✓,EF1_F2_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-176f7cdc PHARMA PHARM_AHU16~18,EF1 (701500)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,"Off,On",,@p:ubcv:r:24354341-2df19d70 Pharmacy LEF-1 EF-1B,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-01-08T11:09:19-08:00 Los_Angeles,,,,26.0,2018-11-18T22:27:21-08:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:45:16.569-07:00 Los_Angeles,2018-11-28T16:32:39.335-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,BO1302,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF1_F2_ENAB_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:28.177Z UTC,Pharmacy LEF-1 EF-1B,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-1 EF-1B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F2_ENAB,Pharmacy LEF-1 EF-1B Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF1_F2_ENAB
7203,@p:ubcv:r:236c89d6-380fd652 Pharmacy Rm 5206 EAV-5E037 5E037_VLV_FLOW_FDBK_AV,,,✓,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,TL10,,✓,5E037_VLV_FLOW_FDBK_AV,,,,,,,,,@p:ubcv:r:236bb200-c61ba5ec PHARMA PHARM_L4~L6_LAB_TLOG2 Manager (703200),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:2437f94d-3067b909 Pharmacy Rm 5206 EAV-5E037,✓,✓,,,,✓,,@p:ubcv:r:24353a1f-3e4e6d88 Pharmacy Floor 5,,,,,✓,,,,2020-06-05T08:45:00-07:00 Los_Angeles,,,,56118.0,2018-10-29T09:00:00-07:00 Los_Angeles,ok,,,,Number,2020-06-05T08:55:11.953-07:00 Los_Angeles,2018-11-28T16:32:34.07-08:00 Los_Angeles,,,,,,,,Exhaust Air Flow,,AV10,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,✓,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:245b883e-99bf586f (\d|B)E\d+_(.+_)?FLOW_FDBK(_AV)?(_TL)?,,,,,5E037_VLV_FLOW_FDBK_TL,,Los_Angeles,L/s,,,,,,,,,,2020-04-09T19:02:36.439Z UTC,Pharmacy Rm 5206 EAV-5E037,Pharmacy Floor 5,Pharmacy,Pharmacy Rm 5206 EAV-5E037 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E037_VLV_FLOW_FDBK_AVL/s,Pharmacy Rm 5206 EAV-5E037 Pharmacy Floor 5 Exhaust Air Flow Pharmacy 5E037_VLV_FLOW_FDBK_AVL/s
7251,@p:ubcv:r:236c8ae6-1a2929bd Pharmacy LEF-4 EF-4A EF4_F1_ENAB,,,,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,TL200,,✓,EF4_F1_ENAB,,,,,,✓,,,"@p:ubcv:r:236bb200-e9f2ed59 PHARMA PHARM_AHU10_13_EF4,EF17_19 (700600)",,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,✓,,,,,@p:ubcv:r:24354342-4a3432cb Pharmacy LEF-4 EF-4A,✓,✓,✓,,,,,@p:ubcv:r:2203b248-b3a5eb9a Pharmacy Air Systems,,,,,✓,,,,2020-06-05T08:38:10-07:00 Los_Angeles,,,,55497.0,2018-10-29T08:13:39-07:00 Los_Angeles,ok,,,,Bool,2020-06-05T08:46:33.817-07:00 Los_Angeles,2018-11-28T16:32:37.051-08:00 Los_Angeles,,,,,,,,Exhaust Fan Enable Cmd,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,@p:ubcv:r:24423bb9-3d9df396 (.+_)?EF_?\d+?_(F\d_)?ENAB(_TL)?,,,,,EF4_F1_ENAB_POLL_TL,,Los_Angeles,,,,,,,,,,,2020-04-09T19:16:28.227Z UTC,Pharmacy LEF-4 EF-4A,Pharmacy Air Systems,Pharmacy,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF4_F1_ENAB,Pharmacy LEF-4 EF-4A Pharmacy Air Systems Exhaust Fan Enable Cmd Pharmacy EF4_F1_ENAB
7274,@p:ubcv:r:236c8d21-23480c20 Pharmacy Unsorted Points LTG_RLY6,,,,,,@p:ubcv:r:236bb496-9a9c9e00 PHARMA PHARM_LTG_LVL5_WEST RM5107 (700501),,TL6,,✓,LTG_RLY6,,,,,,,,,@p:ubcv:r:236bb496-9a9c9e00 PHARMA PHARM_LTG_LVL5_WEST RM5107 (700501),,,,,,,,,,,,,,,$equipRef $bmsName,,,,,,,,,,,,@p:ubcv:r:236c89d2-3e86ef2f Pharmacy Unsorted Points,✓,,,,,,,@p:ubcv:r:236c89d2-78fca1e4 Pharmacy Unsorted Points,,,,,✓,,,,,,,,,,ok,,,,Bool,2020-06-05T08:50:53.279-07:00 Los_Angeles,2018-11-28T16:32:36.116-08:00 Los_Angeles,,,,,,,,LTG_RLY6,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,@p:ubcv:r:20545206-9300bfc5 Pharmacy,,,,,,,,,,,,,,LTG_RLY6_TL,,Los_Angeles,,,,,,,,,,,2020-04-08T23:17:37.514Z UTC,Pharmacy Unsorted Points,Pharmacy Unsorted Points,Pharmacy,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6,Pharmacy Unsorted Points Pharmacy Unsorted Points LTG_RLY6 Pharmacy LTG_RLY6
