,index,id,groupRefclean,equipRefclean,siteRef,navName_x,bmsName,unit_x,kind,0
2892,3696,@p:ubcv:r:236c8acd-d08184cb Pharmacy EF-36 EF_36_S,Pharmacy Air Systems,Pharmacy EF-36,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Fan Run ,EF_36_S,A,Number,
2893,3697,@p:ubcv:r:236c89e6-ad9de015 Pharmacy Rm B604b EAV-BS041 BS041_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B604b EAV-BS041,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS041_SUP_JAM_AL_BV,,Bool,
2894,3699,@p:ubcv:r:236c8fd5-2d81e5da Pharmacy AHU-08 SF AHU8_SF_VFD_PWR(AT)_DAILY_TL,Pharmacy Air Systems,Pharmacy AHU-08 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU8_SF_VFD_PWR(AT)_DAILY_TL,AHU8_SF_VFD_PWR(AT)_DAILY_TL,_,Number,
2895,3701,@p:ubcv:r:226cf1e9-625e6bf8 Pharmacy Cooling Plant P-9A CHWP_P9A_FLW,Pharmacy Hydronic Systems,Pharmacy Cooling Plant P-9A,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Water Flow,CHWP_P9A_FLW,,Bool,
2896,3702,@p:ubcv:r:236c8f5d-5db24bf6 Pharmacy Rm 3118 VAV-3S033 VAV_3S033_DP,Pharmacy Floor 3,Pharmacy Rm 3118 VAV-3S033,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S033_DP,Pa,Number,
2897,3703,@p:ubcv:r:2391c9c7-77ed8ac4 Pharmacy Windows L5_SE_RT_MUX,Pharmacy Floor 5,Pharmacy Windows,@p:ubcv:r:20545206-9300bfc5 Pharmacy,L5_SE_RT_MUX,L5_SE_RT_MUX,°C,Number,
2898,3704,@p:ubcv:r:2391c2e9-8c00e2b2 Pharmacy Rm 2340 VAV-2S024 VAV_2S024_CO2-1,Pharmacy Floor 2,Pharmacy Rm 2340 VAV-2S024,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2,VAV_2S024_CO2-1,ppm,Number,
2899,3705,@p:ubcv:r:236c89e6-aaa16042 Pharmacy Rm B502 EAV-BS036 BS036_CAGE_EXH_VALVE_CMD_AV,Pharmacy Floor 0,Pharmacy Rm B502 EAV-BS036,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Valve Cmd,BS036_CAGE_EXH_VALVE_CMD_AV,%,Number,
2900,3707,@p:ubcv:r:236c8c48-87c950ac Pharmacy Rm 6107 FC-601 FCU_601_RT_SP,Pharmacy Floor 6,Pharmacy Rm 6107 FC-601,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,FCU_601_RT_SP,°C,Number,
2901,3708,@p:ubcv:r:2391c7e4-245505eb Pharmacy Rm 4327 RAD-4-18 RZ4_18_SLAB_SP,Pharmacy Floor 4,Pharmacy Rm 4327 RAD-4-18,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Sp,RZ4_18_SLAB_SP,°C,Number,
2902,3709,@p:ubcv:r:2391c33e-b8c9ef54 Pharmacy Rm 2351 VAV-2S009 VAV_2S009_DMP,Pharmacy Floor 2,Pharmacy Rm 2351 VAV-2S009,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Damper Cmd,VAV_2S009_DMP,%,Number,
2903,3711,@p:ubcv:r:236c8acd-661a924d Pharmacy AHU-10 AHU10_13_HTG_DP,Pharmacy Air Systems,Pharmacy AHU-10,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU10_13_HTG_DP,AHU10_13_HTG_DP,kPa,Number,
2904,3712,@p:ubcv:r:2391c4b6-9c50bc55 Pharmacy Rm 2331 VAV-2S012 VAV_2S012_RT_AV,Pharmacy Floor 2,Pharmacy Rm 2331 VAV-2S012,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_2S012_RT_AV,°C,Number,
2905,3713,@p:ubcv:r:236c8a99-80bb99d6 Pharmacy AHU-02 AHU2_CHWRT,Pharmacy Air Systems,Pharmacy AHU-02,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Chilled Water Temp,AHU2_CHWRT,°C,Number,
2906,3715,@p:ubcv:r:236c8b1b-c6e4e246 Pharmacy Unsorted Points PERCHLO_VLV3(FH),Pharmacy Floor 6,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,PERCHLO_VLV3(FH),PERCHLO_VLV3(FH),,Bool,
2907,3716,@p:ubcv:r:236c8ab6-8068ebcf Pharmacy AHU-15 SF AHU15_SF_VFD_PWR(kWh),Pharmacy Air Systems,Pharmacy AHU-15 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Energy,AHU15_SF_VFD_PWR(kWh),kWh,Number,
2908,3717,@p:ubcv:r:236c89db-5d39eb01 Pharmacy Rm B403 EAV-BS003 BS003_SUP_VLV_FLW_FB,Pharmacy Floor 0,Pharmacy Rm B403 EAV-BS003,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,BS003_SUP_VLV_FLW_FB,L/s,Number,
2909,3718,@p:ubcv:r:236c8a99-26204fd7 Pharmacy AHU-09 RF AHU9_RF_VFD_PWR(AT)_DAILY_TL,Pharmacy Air Systems,Pharmacy AHU-09 RF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU9_RF_VFD_PWR(AT)_DAILY_TL,AHU9_RF_VFD_PWR(AT)_DAILY_TL,_,Number,
2910,3719,@p:ubcv:r:236c8a38-79242a88 Pharmacy Elec Submeters LEED-TBIRD_PARK_LV-PB TBIRD_PARK_LV-PB_Demand,Pharmacy Utilities,Pharmacy Elec Submeters LEED-TBIRD_PARK_LV-PB,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Demand,TBIRD_PARK_LV-PB_Demand,W,Number,
2911,3721,@p:ubcv:r:236c89f1-d75f8739 Pharmacy Rm 5202 EAV-5E073 5E073_SASH_OPEN_PERCENT,Pharmacy Floor 5,Pharmacy Rm 5202 EAV-5E073,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5E073_SASH_OPEN_PERCENT,5E073_SASH_OPEN_PERCENT,%,Number,
2912,3722,@p:ubcv:r:2391be37-84af1f00 Pharmacy Unsorted Points RM5204_OLYMPIC_UPS_AL,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,RM5204_OLYMPIC_UPS_AL,RM5204_OLYMPIC_UPS_AL,,Bool,
2913,3724,@p:ubcv:r:236c89db-ac494288 Pharmacy Rm B025 EAV-BS087 BS087_SUP_VLV_FLW_FB,Pharmacy Floor 0,Pharmacy Rm B025 EAV-BS087,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,BS087_SUP_VLV_FLW_FB,L/s,Number,
2914,3725,@p:ubcv:r:236c8a38-3907929a Pharmacy Elec Submeters LEED-6ETLE1 6ETLE1_CurrentA,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6ETLE1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Current A,6ETLE1_CurrentA,A,Number,
2915,3726,@p:ubcv:r:236c8a02-1078a6dc Pharmacy Rm 4311 EAV-4E033 4E033_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4311 EAV-4E033,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4E033_JAM_ALARM_BV,,Bool,
2916,3727,@p:ubcv:r:2391c8cd-e79d0e2f Pharmacy Rm 4610 RAD-4-10 RZ4_10_SLAB_T2,Pharmacy Floor 4,Pharmacy Rm 4610 RAD-4-10,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ4_10_SLAB_T2,°C,Number,
2917,3728,@p:ubcv:r:236c8ab6-6b13fe07 Pharmacy AHU-15 SF AHU15_SPD,Pharmacy Air Systems,Pharmacy AHU-15 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Speed Cmd,AHU15_SPD,%,Number,
2918,3729,@p:ubcv:r:236c9050-051f2473 Pharmacy EF-B02 EF_B02_EMERG_RLY,Pharmacy Air Systems,Pharmacy EF-B02,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF_B02_EMERG_RLY,EF_B02_EMERG_RLY,,Bool,
2919,3730,@p:ubcv:r:2391bd3c-ed16dcac Pharmacy Rm 3202 VAV-3S014 VAV_3S014_CO2-1,Pharmacy Floor 3,Pharmacy Rm 3202 VAV-3S014,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2,VAV_3S014_CO2-1,ppm,Number,
2920,3732,@p:ubcv:r:236c8a1d-4e1b198b Pharmacy Elec Submeters LEED-6SRME1 6SRME1_Voltage_B_N,Pharmacy Utilities,Pharmacy Elec Submeters LEED-6SRME1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Voltage B,6SRME1_Voltage_B_N,V,Number,
2921,3733,@p:ubcv:r:236c8a57-2d414dd8 Pharmacy Unsorted Points SB4_5_FWT1_HI_WATER_AL,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,SB4_5_FWT1_HI_WATER_AL,SB4_5_FWT1_HI_WATER_AL,,Bool,
2922,3734,@p:ubcv:r:236c89f8-8997a34b Pharmacy Rm 5206g VAV-5S031 5S031_SUP_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5206g VAV-5S031,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Alarm,5S031_SUP_JAM_ALARM_BV,,Bool,
2923,3736,@p:ubcv:r:2391c9ed-6e8c9436 Pharmacy Rm 5501 VAV-5S069 VAV_5S069_FLW_SP,Pharmacy Floor 5,Pharmacy Rm 5501 VAV-5S069,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Sp,VAV_5S069_FLW_SP,L/s,Number,
2924,3737,@p:ubcv:r:236c8ae7-66195387 Pharmacy LEF-4 EF4_HR_OUTLET_T,Pharmacy Air Systems,Pharmacy LEF-4,@p:ubcv:r:20545206-9300bfc5 Pharmacy,EF4_HR_OUTLET_T,EF4_HR_OUTLET_T,°C,Number,
2925,3738,@p:ubcv:r:236c8acc-73d9f96e Pharmacy Unsorted Points DHW60_TANK_T_SP,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Hot Water Temp Sp,DHW60_TANK_T_SP,°C,Number,
2926,3739,@p:ubcv:r:236c8f46-845918de Pharmacy Rm 3116 VAV-3S021 VAV_3S021_HCV,Pharmacy Floor 3,Pharmacy Rm 3116 VAV-3S021,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_3S021_HCV,%,Number,
2927,3740,@p:ubcv:r:2391c714-8a432523 Pharmacy Rm 3304 VAV-3S048 VAV_3S048_DP,Pharmacy Floor 3,Pharmacy Rm 3304 VAV-3S048,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S048_DP,Pa,Number,
2928,3741,@p:ubcv:r:236c8acc-6d712be9 Pharmacy Water Submeters WM-11 WM11_PERCHLO_FLOW,Pharmacy Utilities,Pharmacy Water Submeters WM-11,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Water Flow,WM11_PERCHLO_FLOW,L,Number,
2929,3742,@p:ubcv:r:236c8a08-2077bea0 Pharmacy FC-1 FCU_1_TOTAL_MAX_FLW,Pharmacy Floor 1,Pharmacy FC-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow High Lim Sp,FCU_1_TOTAL_MAX_FLW,L/s,Number,
2930,3743,@p:ubcv:r:236c89f1-b27913a5 Pharmacy Rm 6203b VAV-6S027 6S027_6E034_AVG_SPACE_TEMP_AV,Pharmacy Floor 6,Pharmacy Rm 6203b VAV-6S027,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,6S027_6E034_AVG_SPACE_TEMP_AV,°C,Number,
2931,3744,@p:ubcv:r:236c8a38-b3200946 Pharmacy Elec Submeters LEED-TBIRD_PARK_E1 TBIRD_PARK_E1_EnergyPosSum,Pharmacy Utilities,Pharmacy Elec Submeters LEED-TBIRD_PARK_E1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,TBIRD_PARK_E1_EnergyPosSum,TBIRD_PARK_E1_EnergyPosSum,kWh,Number,
2932,3745,@p:ubcv:r:236c8a03-daae59d8 Pharmacy Rm 5105b EAV-5E007 5E007_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5105b EAV-5E007,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5E007_JAM_ALARM_BV,,Bool,
2933,3746,@p:ubcv:r:2391cad3-9849b460 Pharmacy Rm 6607 RAD-6-11 RZ6_11_RT_SP,Pharmacy Floor 6,Pharmacy Rm 6607 RAD-6-11,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp Effective Sp,RZ6_11_RT_SP,°C,Number,
2934,3747,@p:ubcv:r:236c8a4c-3b53e85c Pharmacy Rm B411 EAV-BS090 BS090_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B411 EAV-BS090,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS090_SUP_JAM_AL_BV,,Bool,
2935,3748,@p:ubcv:r:2391c9fe-c59f1130 Pharmacy Rm 5502 VAV-5S067 VAV_5S067_DP,Pharmacy Floor 5,Pharmacy Rm 5502 VAV-5S067,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_5S067_DP,Pa,Number,
2936,3749,@p:ubcv:r:236c8fb2-4176b323 Pharmacy Rm 3124 VAV-3S009 VAV_3S009_CO2_SP,Pharmacy Floor 3,Pharmacy Rm 3124 VAV-3S009,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2 Sp,VAV_3S009_CO2_SP,ppm,Number,
2937,3750,@p:ubcv:r:264020a2-c5e55cd3 Pharmacy Heating Plant SBLR-2 SB2_SUP_PRES_AV,Pharmacy Hydronic Systems,Pharmacy Heating Plant SBLR-2,@p:ubcv:r:20545206-9300bfc5 Pharmacy,SB2_SUP_PRES_AV,SB2_SUP_PRES_AV,psi,Number,
2938,3751,@p:ubcv:r:236c8fd4-7c4d66bb Pharmacy AHU-06 SF AHU6_SF_VFD_TSP(Pa),Pharmacy Air Systems,Pharmacy AHU-06 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU6_SF_VFD_TSP(Pa),AHU6_SF_VFD_TSP(Pa),Pa,Number,
2939,3752,@p:ubcv:r:236c9051-0b8cddc4 Pharmacy AHU-19 AHU19_SF_VFD_INST_PWR(kW),Pharmacy Air Systems,Pharmacy AHU-19,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Power,AHU19_SF_VFD_INST_PWR(kW),_,Number,
2940,3753,@p:ubcv:r:236c8fec-7d49244c Pharmacy CRAH System CRAH-5 CRAH5_LO_RT_AL_BV,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,CRAH5_LO_RT_AL_BV,,Bool,
2941,3754,@p:ubcv:r:236c8a02-3991bc14 Pharmacy Rm 4102 VAV-4S050 4S050_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4102 VAV-4S050,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4S050_JAM_ALARM_BV,,Bool,
2942,3755,@p:ubcv:r:236c8fec-e9a24e15 Pharmacy CRAH System CRAH-3 CRAH3_HWV_POS,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-3,@p:ubcv:r:20545206-9300bfc5 Pharmacy,CRAH3_HWV_POS,CRAH3_HWV_POS,%,Number,
2943,3756,@p:ubcv:r:236c89f1-f10b5fe2 Pharmacy Rm 4202 VAV-4S015 4S015_AVG_SPACE_TEMP_AV,Pharmacy Floor 4,Pharmacy Rm 4202 VAV-4S015,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,4S015_AVG_SPACE_TEMP_AV,°C,Number,
2944,3757,@p:ubcv:r:236c8feb-7dc3fe55 Pharmacy CRAH System CRAH-1 CRAH1_RH_SP,Pharmacy Hydronic Systems,Pharmacy CRAH System CRAH-1,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Relative Humidity Sp,CRAH1_RH_SP,%RH,Number,
2945,3758,@p:ubcv:r:2391c288-37bf70ee Pharmacy Rm 2355 VAV-2S020 VAV_2S020_CO2-1,Pharmacy Floor 2,Pharmacy Rm 2355 VAV-2S020,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Co2,VAV_2S020_CO2-1,ppm,Number,
2946,3760,@p:ubcv:r:236c8ab6-58bd0be8 Pharmacy AHU-15 SF AHU15_SF_VFD_FLOW(L/S),Pharmacy Air Systems,Pharmacy AHU-15 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,AHU15_SF_VFD_FLOW(L/S),L/s,Number,
2947,3762,@p:ubcv:r:236c89f9-456f1237 Pharmacy Rm 4103c VAV-4S030 4S030_SUP_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4103c VAV-4S030,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Alarm,4S030_SUP_JAM_ALARM_BV,,Bool,
2948,3763,@p:ubcv:r:2391c766-b253f575 Pharmacy Rm 3335 VAV-3S035 VAV_3S035_DP,Pharmacy Floor 3,Pharmacy Rm 3335 VAV-3S035,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_3S035_DP,Pa,Number,
2949,3764,@p:ubcv:r:236c89f1-968aa1fc Pharmacy Rm 5203 VAV-5S030 5S030_AVG_SPACE_TEMP_AV,Pharmacy Floor 5,Pharmacy Rm 5203 VAV-5S030,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,5S030_AVG_SPACE_TEMP_AV,°C,Number,
2950,3765,@p:ubcv:r:236c8a40-cdd11dd6 Pharmacy Rm B406a EAV-BS073 BS073_EME_MODE1_BV,Pharmacy Floor 0,Pharmacy Rm B406a EAV-BS073,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS073_EME_MODE1_BV,BS073_EME_MODE1_BV,,Bool,
2951,3766,@p:ubcv:r:236c8a08-4623e18b Pharmacy FC-6 FCU_6_TOTAL_MAX_FLW,Pharmacy Floor 6,Pharmacy FC-6,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow High Lim Sp,FCU_6_TOTAL_MAX_FLW,L/s,Number,
2952,3767,@p:ubcv:r:236c89d6-55fe28b9 Pharmacy Rm 5206b VAV-5S024 5S024_ROOM_STPT_AV,Pharmacy Floor 5,Pharmacy Rm 5206b VAV-5S024,@p:ubcv:r:20545206-9300bfc5 Pharmacy,5S024_ROOM_STPT_AV,5S024_ROOM_STPT_AV,°C,Number,
2953,3768,@p:ubcv:r:236c8e96-e9fe34b1 Pharmacy VAV-3S030A VAV_3S030A_FLW,Pharmacy Floor 3,Pharmacy VAV-3S030A,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,VAV_3S030A_FLW,L/s,Number,
2954,3770,@p:ubcv:r:236c8a40-a42a2c02 Pharmacy Rm B070c EAV-BS047 BS047_SUP_JAM_AL_BV,Pharmacy Floor 0,Pharmacy Rm B070c EAV-BS047,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Alarm,BS047_SUP_JAM_AL_BV,,Bool,
2955,3771,@p:ubcv:r:2391c23b-77d94d23 Pharmacy Rm 2340 VAV-2S027 VAV_2S027_DP,Pharmacy Floor 2,Pharmacy Rm 2340 VAV-2S027,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Differential Pressure,VAV_2S027_DP,Pa,Number,
2956,3772,@p:ubcv:r:236c8fd4-aba31eab Pharmacy AHU-05 SF AHU5_SF_VFD_TSP(Pa),Pharmacy Air Systems,Pharmacy AHU-05 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU5_SF_VFD_TSP(Pa),AHU5_SF_VFD_TSP(Pa),Pa,Number,
2957,3773,@p:ubcv:r:236c8a6b-4bf70efe Pharmacy AHU-16 AHU16_SF_VFD_INST_PWR(kW),Pharmacy Air Systems,Pharmacy AHU-16,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Power,AHU16_SF_VFD_INST_PWR(kW),kW,Number,
2958,3774,@p:ubcv:r:236c8ab6-d5bdb27c Pharmacy AHU-15 AHU15_HWRT,Pharmacy Air Systems,Pharmacy AHU-15,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp,AHU15_HWRT,°C,Number,
2959,3775,@p:ubcv:r:236c8a02-915d107a Pharmacy Rm 4311 EAV-4E035 4E035_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4311 EAV-4E035,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4E035_JAM_ALARM_BV,,Bool,
2960,3776,@p:ubcv:r:236c89db-678b8dde Pharmacy Rm B406b EAV-BS074 BS074_ROOM_RH,Pharmacy Floor 0,Pharmacy Rm B406b EAV-BS074,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Humidity,BS074_ROOM_RH,%RH,Number,
2961,3777,@p:ubcv:r:236c9050-a96a6a4a Pharmacy Cooling Plant HX-5 HX5_CV,Pharmacy Hydronic Systems,Pharmacy Cooling Plant HX-5,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Valve Cmd,HX5_CV,%,Number,
2962,3778,@p:ubcv:r:236c8ae6-3e174b51 Pharmacy AHU-13 MV_PHARM_AHU13_PRES_SP_TL,Pharmacy Air Systems,Pharmacy AHU-13,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Pressure Sp,MV_PHARM_AHU13_PRES_SP_TL,Pa,Number,
2963,3779,@p:ubcv:r:2391c6fb-787e742d Pharmacy Rm 3521 RAD-3-06 RZ3_06_HWRT,Pharmacy Floor 3,Pharmacy Rm 3521 RAD-3-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Entering Hot Water Temp,RZ3_06_HWRT,°C,Number,
2964,3780,@p:ubcv:r:236c8a03-cd58ffa9 Pharmacy Rm 5202 VAV-5S039 5S039_JAM_ALARM_BV,Pharmacy Floor 5,Pharmacy Rm 5202 VAV-5S039,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,5S039_JAM_ALARM_BV,,Bool,
2965,3781,@p:ubcv:r:236c8a02-7495d4f8 Pharmacy Rm 4312 EAV-4E024 4E024_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4312 EAV-4E024,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Flow Alarm,4E024_JAM_ALARM_BV,,Bool,
2966,3782,@p:ubcv:r:236c8a57-d6a70d8d Pharmacy Unsorted Points SB3_LO_WATER_ALARM,Pharmacy Unsorted Points,Pharmacy Unsorted Points,@p:ubcv:r:20545206-9300bfc5 Pharmacy,SB3_LO_WATER_ALARM,SB3_LO_WATER_ALARM,,Bool,
2967,3783,@p:ubcv:r:236c89f9-2d925bbe Pharmacy Rm 4211c VAV-4S010 4S010_4E016_SUP_JAM_ALARM_BV,Pharmacy Floor 4,Pharmacy Rm 4211c VAV-4S010,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow Alarm,4S010_4E016_SUP_JAM_ALARM_BV,,Bool,
2968,3784,@p:ubcv:r:2391ca3b-d35a64cf Pharmacy Rm 5518 RAD-5-04 RZ5_04_SLAB_T1,Pharmacy Floor 5,Pharmacy Rm 5518 RAD-5-04,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ5_04_SLAB_T1,°C,Number,
2969,3785,@p:ubcv:r:236c89f0-a0ed7bbe Pharmacy Rm 4312b EAV-4E025 4E025_VLV_FLOW_FDBK_HILIM_SP,Pharmacy Floor 4,Pharmacy Rm 4312b EAV-4E025,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Exhaust Air Flow High Lim Sp,4E025_VLV_FLOW_FDBK_HILIM_SP,L/s,Number,
2970,3788,@p:ubcv:r:254f1cda-045a8a19 Pharmacy AHU-02 AHU Run Status,Pharmacy Air Systems,Pharmacy AHU-02,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU Run Status,,,Bool,
2971,3789,@p:ubcv:r:236c8ab6-8dbe8d7c Pharmacy AHU-14 AHU14_SAT_CO_TL,Pharmacy Air Systems,Pharmacy AHU-14,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU14_SAT_CO_TL,AHU14_SAT_CO_TL,_,Number,
2972,3791,@p:ubcv:r:236c8a4c-4d645292 Pharmacy Rm B501a EAV-BS051 BS051_OCCUPANCY_CMD_BV,Pharmacy Floor 0,Pharmacy Rm B501a EAV-BS051,@p:ubcv:r:20545206-9300bfc5 Pharmacy,BS051_OCCUPANCY_CMD_BV,BS051_OCCUPANCY_CMD_BV,,Bool,
2973,3792,@p:ubcv:r:236c8fd4-5bf28104 Pharmacy AHU-05 SF AHU5_SF_VFD_HZ_FB,Pharmacy Air Systems,Pharmacy AHU-05 SF,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Fan Speed Feedback,AHU5_SF_VFD_HZ_FB,Hz,Number,
2974,3794,@p:ubcv:r:2391c714-c6cf0fa0 Pharmacy Rm 3304 VAV-3S048 VAV_3S048_HCV,Pharmacy Floor 3,Pharmacy Rm 3304 VAV-3S048,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Heating Valve Cmd,VAV_3S048_HCV,%,Number,
2975,3795,@p:ubcv:r:20d5cfa2-03dec0e7 Pharmacy AHU-06 AHU6_MAT,Pharmacy Air Systems,Pharmacy AHU-06,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Mixed Air Temp,AHU6_MAT,°C,Number,
2976,3796,@p:ubcv:r:2391c851-72865602 Pharmacy Rm 4323 VAV-4S054 VAV_4S054_RT_AV,Pharmacy Floor 4,Pharmacy Rm 4323 VAV-4S054,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,VAV_4S054_RT_AV,°C,Number,
2977,3797,@p:ubcv:r:236c89e6-578d97d2 Pharmacy Rm B604c EAV-BS043 BS043_FLOW_FB(L/S),Pharmacy Floor 0,Pharmacy Rm B604c EAV-BS043,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Discharge Air Flow,BS043_FLOW_FB(L/S),L/s,Number,
2978,3798,@p:ubcv:r:236c8a6c-cf855ac9 Pharmacy AHU-16 AHU16_HWST,Pharmacy Air Systems,Pharmacy AHU-16,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Leaving Hot Water Temp,AHU16_HWST,°C,Number,
2979,3799,@p:ubcv:r:2391cad3-b7f556f7 Pharmacy Rm 6505 RAD-6-02 RZ6_02_RT,Pharmacy Floor 6,Pharmacy Rm 6505 RAD-6-02,@p:ubcv:r:20545206-9300bfc5 Pharmacy,Zone Temp,RZ6_02_RT,°C,Number,
2980,3800,@p:ubcv:r:236c8fd5-0a4c122e Pharmacy AHU-04 AHU4_HILIM_DIS,Pharmacy Air Systems,Pharmacy AHU-04,@p:ubcv:r:20545206-9300bfc5 Pharmacy,AHU4_HILIM_DIS,AHU4_HILIM_DIS,,Bool,
